cell_id,cycle_number,capacity_ah,cap_endpoint_ah,mean_voltage_v,min_voltage_v,max_voltage_v,mean_abs_current_a,mean_temperature_c,duration_s,n_samples,dt_s,soh,is_synthetic
B0006,32,1.866009,1.855277,3.545265,2.403422,4.186483,1.977131,31.177949,3395.219000,363,9.360000,0.933005,False
B0006,33,1.853087,1.839251,3.538409,2.400668,4.187722,1.965712,30.911433,3386.000000,362,9.375000,0.926543,False
B0006,34,1.832115,1.818540,3.529769,2.319430,4.184171,1.954260,30.791693,3368.187000,360,9.375000,0.916057,False
B0006,35,1.827244,1.813477,3.530068,2.340173,4.186780,1.949065,31.437260,3368.266000,360,9.375000,0.913622,False
B0006,36,1.811225,1.797102,3.524888,2.382960,4.186483,1.937360,31.085780,3358.719000,359,9.375000,0.905613,False
B0006,37,1.792594,1.781005,3.519093,2.351856,4.184742,1.931266,31.039203,3339.500000,357,9.360000,0.896297,False
B0006,38,1.785008,1.771013,3.515181,2.353510,4.186114,1.925417,30.851938,3331.265000,356,9.375000,0.892504,False
B0006,39,1.772010,1.760471,3.514029,2.394806,4.186378,1.919851,31.152218,3321.188000,355,9.360000,0.886005,False
B0006,40,1.761758,1.750291,3.514140,2.441886,4.185743,1.908741,31.756634,3321.844000,355,9.360000,0.880879,False
B0006,41,1.754109,1.739493,3.509578,2.391849,4.184995,1.902768,31.942717,3311.828000,354,9.375000,0.877055,False
B0006,42,1.764522,1.754677,3.511071,2.316615,4.175623,1.909331,31.507361,3327.391000,179,15.565938,0.882261,False
B0006,43,1.779805,1.765939,3.515918,2.411099,4.191705,1.930646,31.448204,3312.078000,354,9.375000,0.889903,False
B0006,44,1.745384,1.733789,3.505853,2.451013,4.185468,1.907119,31.175655,3293.172000,352,9.360000,0.872692,False
B0006,45,1.727532,1.713326,3.501038,2.471216,4.184202,1.895358,31.234439,3275.328000,350,9.375000,0.863766,False
B0006,46,1.714339,1.702408,3.497408,2.470969,4.185839,1.889290,31.207996,3265.016000,349,9.360000,0.857169,False
B0006,47,1.722911,1.823719,3.538887,2.428802,4.172917,1.981944,33.666097,3328.937000,356,9.360000,0.861455,False
B0006,48,1.731525,1.808128,3.532743,2.355143,4.186982,1.965335,32.836479,3329.266000,356,9.360000,0.865763,False
B0006,49,1.740183,1.775761,3.521215,2.365934,4.186538,1.947075,32.239566,3301.579000,353,9.360000,0.870091,False
B0006,50,1.748884,1.744741,3.509311,2.348196,4.182282,1.924172,31.977947,3283.563000,351,9.375000,0.874442,False
B0006,51,1.743146,1.729207,3.507161,2.469459,4.185962,1.912487,31.705311,3275.125000,350,9.375000,0.871573,False
B0006,52,1.722302,1.708109,3.500929,2.466672,4.183657,1.895030,31.850005,3265.656000,349,9.375000,0.861151,False
B0006,53,1.709268,1.697595,3.497302,2.448293,4.184390,1.883708,32.263499,3266.093000,349,9.360000,0.854634,False
B0006,54,1.696209,1.682063,3.492904,2.474522,4.184733,1.871686,32.058093,3257.594000,348,9.375000,0.848104,False
B0006,55,1.683036,1.671477,3.488659,2.469128,4.185836,1.865491,32.018653,3248.593000,347,9.360000,0.841518,False
B0006,56,1.672614,1.660759,3.482293,2.417717,4.185703,1.859300,32.002490,3238.766000,346,9.360000,0.836307,False
B0006,57,1.665260,1.651121,3.477576,2.377513,4.184887,1.848156,32.236147,3240.140000,346,9.375000,0.832630,False
B0006,58,1.654537,1.640135,3.478744,2.443724,4.184567,1.841579,32.617449,3230.109000,345,9.375000,0.827268,False
B0006,59,1.641317,1.629200,3.474015,2.432428,4.184591,1.829791,32.518782,3229.781000,345,9.360000,0.820659,False
B0006,60,1.623083,1.608850,3.471839,2.494086,4.181227,1.817104,32.476197,3212.469000,343,9.375000,0.811542,False
B0006,61,1.617801,1.603524,3.463180,2.382347,4.182602,1.811192,32.354794,3213.219000,343,9.375000,0.808901,False
B0006,62,1.613188,1.598971,3.463469,2.406668,4.183991,1.811311,32.666032,3203.578000,342,9.375000,0.806594,False
B0006,63,1.601817,1.587627,3.460218,2.420414,4.182425,1.803806,32.248899,3195.125000,341,9.375000,0.800908,False
B0006,64,1.596875,1.582972,3.462575,2.450785,4.190985,1.798250,32.579648,3195.313000,341,9.375000,0.798438,False
B0006,65,1.581168,1.567138,3.453708,2.393033,4.181860,1.785801,32.495110,3186.297000,340,9.375000,0.790584,False
B0006,66,1.575881,1.561345,3.451404,2.393900,4.183449,1.785081,32.411759,3176.438000,339,9.375000,0.787941,False
B0006,67,1.565521,1.551171,3.450781,2.437329,4.182944,1.778592,32.483169,3167.593000,338,9.375000,0.782760,False
B0006,68,1.560443,1.540674,3.446106,2.370533,4.182593,1.772817,32.607819,3167.719000,338,9.375000,0.780222,False
B0006,69,1.544763,1.525314,3.441815,2.351295,4.177556,1.760209,32.682152,3159.078000,337,9.375000,0.772381,False
B0006,70,1.544648,1.530157,3.445008,2.436846,4.183200,1.765315,32.675530,3148.829000,336,9.375000,0.772324,False
B0006,71,1.536991,1.524657,3.441165,2.390305,4.183586,1.759387,32.718165,3149.094000,336,9.360000,0.768495,False
B0006,72,1.529023,1.514549,3.443621,2.489216,4.183170,1.752679,32.787386,3140.547000,335,9.375000,0.764511,False
B0006,73,1.523624,1.509392,3.439943,2.450611,4.183502,1.751714,32.819999,3131.625000,334,9.375000,0.761812,False
B0006,74,1.518487,1.503997,3.436027,2.411195,4.183243,1.751054,32.781198,3121.907000,333,9.375000,0.759243,False
B0006,75,1.507943,1.493520,3.436309,2.460914,4.182038,1.738898,32.784354,3122.125000,333,9.375000,0.753971,False
B0006,76,1.505305,1.487632,3.430470,2.378420,4.182440,1.738637,32.898004,3121.672000,333,9.360000,0.752653,False
B0006,77,1.512832,1.530288,3.441731,2.384470,4.189963,1.787082,33.284803,3120.860000,333,9.375000,0.756416,False
B0006,78,1.518192,1.504076,3.435543,2.448640,4.181214,1.761294,32.896962,3103.828000,331,9.375000,0.759096,False
B0006,79,1.507833,1.488759,3.427234,2.362870,4.182158,1.754573,32.703370,3095.094000,330,9.375000,0.753916,False
B0006,80,1.492274,1.478278,3.430754,2.479713,4.180249,1.736471,32.942070,3095.781000,330,9.375000,0.746137,False
B0006,81,1.492874,1.478460,3.430880,2.460990,4.182776,1.737170,33.421701,3094.328000,330,9.375000,0.746437,False
B0006,82,1.487207,1.473215,3.431985,2.479451,4.182971,1.735834,33.722171,3086.531000,329,9.375000,0.743603,False
B0006,83,1.481997,1.467516,3.426914,2.421514,4.182588,1.729752,33.651395,3085.625000,329,9.375000,0.740999,False
B0006,84,1.471412,1.451629,3.422042,2.392799,4.180388,1.727907,33.471521,3067.203000,327,9.375000,0.735706,False
B0006,85,1.466072,1.451924,3.420269,2.410475,4.182476,1.726921,33.232684,3058.157000,326,9.375000,0.733036,False
B0006,86,1.461223,1.447148,3.424821,2.491533,4.182568,1.721203,33.565979,3058.812000,326,9.375000,0.730611,False
B0006,87,1.461177,1.446854,3.423499,2.444862,4.182606,1.721155,33.870335,3058.578000,326,9.375000,0.730588,False
B0006,88,1.455774,1.441674,3.424742,2.484076,4.183048,1.720057,33.924315,3049.328000,325,9.375000,0.727887,False
B0006,89,1.463053,1.593587,3.450702,2.479017,4.219452,1.821050,33.240232,3177.219000,339,9.375000,0.731526,False
B0006,90,1.470368,1.546390,3.448048,2.482067,4.190937,1.821447,33.420791,3082.937000,329,9.375000,0.735184,False
B0006,91,1.477720,1.514706,3.439948,2.452449,4.183029,1.789953,33.544936,3074.266000,328,9.375000,0.738860,False
B0006,92,1.485109,1.498979,3.434113,2.419849,4.183894,1.776938,33.427880,3066.000000,327,9.375000,0.742554,False
B0006,93,1.497567,1.483111,3.432560,2.470682,4.183984,1.764011,33.328031,3056.437000,326,9.375000,0.748783,False
B0006,94,1.487195,1.472966,3.427061,2.413760,4.183640,1.757186,33.317961,3048.219000,325,9.375000,0.743597,False
B0006,95,1.476798,1.462760,3.427340,2.456250,4.183387,1.750286,33.426169,3039.218000,324,9.375000,0.738399,False
B0006,96,1.471470,1.451836,3.423482,2.401795,4.183563,1.743974,33.519409,3039.047000,324,9.375000,0.735735,False
B0006,97,1.460950,1.446867,3.422096,2.408769,4.181712,1.736867,33.569325,3030.375000,323,9.375000,0.730475,False
B0006,98,1.455720,1.441380,3.421884,2.430812,4.183247,1.736023,33.614747,3021.000000,322,9.375000,0.727860,False
B0006,99,1.450435,1.431211,3.419578,2.398886,4.183050,1.729721,33.704853,3021.750000,322,9.375000,0.725218,False
B0006,100,1.445163,1.426025,3.417528,2.381438,4.183092,1.728801,33.719417,3012.265000,321,9.375000,0.722581,False
B0006,101,1.434738,1.420488,3.419786,2.459885,4.181537,1.721696,33.750064,3002.641000,320,9.375000,0.717369,False
B0006,102,1.440175,1.420701,3.417137,2.400729,4.172034,1.722835,34.093453,3012.000000,321,9.375000,0.720088,False
B0006,103,1.447376,1.452256,3.430535,2.472831,4.188428,1.748787,34.350330,3020.110000,322,9.375000,0.723688,False
B0006,104,1.445422,1.431558,3.425084,2.467319,4.181499,1.734518,34.309911,3002.172000,320,9.375000,0.722711,False
B0006,105,1.434819,1.415016,3.417134,2.369246,4.179546,1.727181,34.235349,2992.703000,319,9.375000,0.717409,False
B0006,106,1.424132,1.409731,3.417521,2.448262,4.181016,1.730597,34.034927,2964.468000,316,9.375000,0.712066,False
B0006,107,1.419521,1.404917,3.418162,2.459863,4.182668,1.714156,34.157909,2983.375000,318,9.375000,0.709761,False
B0006,108,1.408973,1.395164,3.420332,2.497870,4.179948,1.706786,34.452612,2975.297000,317,9.375000,0.704487,False
B0006,109,1.408631,1.394534,3.419292,2.472237,4.182316,1.706364,34.614608,2974.985000,317,9.375000,0.704316,False
B0006,110,1.403331,1.389317,3.414352,2.427875,4.183006,1.705315,34.422631,2966.250000,316,9.375000,0.701665,False
B0006,111,1.398317,1.383838,3.412701,2.427591,4.182505,1.704635,34.296889,2956.359000,315,9.375000,0.699158,False
B0006,112,1.393355,1.373681,3.410410,2.373379,4.179533,1.698576,34.572837,2956.344000,315,9.375000,0.696677,False
B0006,113,1.393084,1.378606,3.414419,2.424860,4.182505,1.698244,34.831434,2956.406000,315,9.375000,0.696542,False
B0006,114,1.387742,1.373760,3.413171,2.426963,4.182823,1.697124,34.709431,2947.266000,314,9.375000,0.693871,False
B0006,115,1.382386,1.368258,3.410702,2.417288,4.182414,1.695971,34.534030,2937.984000,313,9.375000,0.691193,False
B0006,116,1.377455,1.363302,3.408906,2.418509,4.182451,1.695339,34.404391,2929.125000,312,9.375000,0.688728,False
B0006,117,1.372355,1.358097,3.413408,2.480937,4.181306,1.689064,34.663965,2928.454000,312,9.375000,0.686178,False
B0006,118,1.372512,1.353269,3.411221,2.407821,4.180487,1.689255,35.019478,2929.375000,312,9.375000,0.686256,False
B0006,119,1.379375,1.384161,3.415521,2.433235,4.165542,1.710219,34.672665,2946.031000,314,9.375000,0.689687,False
B0006,120,1.386271,1.405147,3.422984,2.440823,4.190013,1.730261,34.775908,2955.438000,315,9.375000,0.693136,False
B0006,121,1.398118,1.378719,3.414757,2.396078,4.182418,1.715272,34.575515,2937.625000,313,9.375000,0.699059,False
B0006,122,1.382343,1.368266,3.414359,2.449307,4.182071,1.701355,34.361922,2929.078000,312,9.375000,0.691171,False
B0006,123,1.377184,1.357315,3.409189,2.384185,4.182702,1.700456,34.316980,2918.375000,311,9.375000,0.688592,False
B0006,124,1.366575,1.352493,3.411930,2.444076,4.182270,1.687361,34.369116,2919.812000,311,9.375000,0.683287,False
B0006,125,1.361497,1.347410,3.409442,2.429601,4.182395,1.691961,34.348283,2900.422000,309,9.375000,0.680749,False
B0006,126,1.356147,1.337008,3.408190,2.410223,4.182062,1.685312,34.354972,2901.375000,309,9.375000,0.678073,False
B0006,127,1.350904,1.331235,3.407379,2.409893,4.182289,1.678802,34.297049,2901.187000,309,9.375000,0.675452,False
B0006,128,1.340451,1.325930,3.408586,2.453938,4.179662,1.671223,34.226201,2891.640000,308,9.375000,0.670225,False
B0006,129,1.340665,1.321579,3.404844,2.394040,4.181393,1.676927,34.298796,2882.906000,307,9.375000,0.670333,False
B0006,130,1.335259,1.321225,3.408106,2.451347,4.182100,1.670167,34.299908,2883.265000,307,9.375000,0.667630,False
B0006,131,1.329955,1.315649,3.409173,2.475015,4.182054,1.663530,34.218056,2882.969000,307,9.375000,0.664978,False
B0006,132,1.335167,1.320903,3.411082,2.456918,4.168816,1.664634,34.502216,2891.656000,308,9.375000,0.667583,False
B0006,133,1.341842,1.347433,3.416749,2.438241,4.190149,1.691848,34.339473,2901.250000,309,9.375000,0.670921,False
B0006,134,1.338310,1.326013,3.416969,2.494640,4.187197,1.671226,34.167787,2891.703000,308,9.360000,0.669155,False
B0006,135,1.329779,1.310119,3.410576,2.436746,4.182323,1.663315,34.006367,2883.016000,307,9.375000,0.664890,False
B0006,136,1.319555,1.305216,3.411334,2.485869,4.182282,1.655924,33.761230,2873.453000,306,9.375000,0.659778,False
B0006,137,1.319713,1.300406,3.408128,2.395755,4.181394,1.656121,34.151748,2874.031000,306,9.375000,0.659857,False
B0006,138,1.314325,1.300236,3.412573,2.450468,4.182109,1.649356,34.305750,2874.234000,306,9.375000,0.657162,False
B0006,139,1.309055,1.289507,3.407694,2.394203,4.181211,1.648125,34.087114,2864.984000,305,9.375000,0.654527,False
B0006,140,1.298542,1.279253,3.407350,2.430384,4.180184,1.640274,33.800572,2855.093000,304,9.375000,0.649271,False
B0006,141,1.293516,1.279208,3.409292,2.475563,4.181642,1.633927,33.655430,2855.625000,304,9.375000,0.646758,False
B0006,142,1.293622,1.274037,3.409549,2.446712,4.181850,1.634052,33.978416,2855.594000,304,9.375000,0.646811,False
B0006,143,1.288176,1.274127,3.410319,2.460711,4.181709,1.632549,33.987504,2847.437000,303,9.375000,0.644088,False
B0006,144,1.277703,1.263764,3.409269,2.461979,4.178726,1.619278,33.729135,2847.360000,303,9.375000,0.638851,False
B0006,145,1.272382,1.258137,3.409437,2.499908,4.181149,1.617870,33.476992,2837.328000,302,9.375000,0.636191,False
B0006,146,1.272580,1.253260,3.403885,2.406157,4.181247,1.618131,33.491389,2837.281000,302,9.375000,0.636290,False
B0006,147,1.272618,1.253231,3.406593,2.409214,4.182125,1.618170,33.811399,2838.515000,302,9.375000,0.636309,False
B0006,148,1.262313,1.248087,3.409593,2.470540,4.179545,1.610399,33.711468,2828.328000,301,9.375000,0.631157,False
B0006,149,1.267484,1.253435,3.409410,2.499684,4.165542,1.611649,33.614991,2838.265000,302,9.375000,0.633742,False
B0006,150,1.273822,1.289805,3.419549,2.483970,4.189239,1.642047,34.350892,2864.547000,305,9.375000,0.636911,False
B0006,151,1.277860,1.263540,3.415180,2.467540,4.180843,1.619485,34.328801,2846.390000,303,9.375000,0.638930,False
B0006,152,1.262205,1.247976,3.415459,2.494644,4.181238,1.604933,34.131493,2837.969000,302,9.375000,0.631102,False
B0006,153,1.251772,1.232120,3.413034,2.457738,4.179828,1.591662,34.057017,2838.156000,302,9.375000,0.625886,False
B0006,154,1.246415,1.227114,3.409452,2.409865,4.180793,1.590121,34.057563,2829.843000,301,9.375000,0.623208,False
B0006,155,1.235963,1.221740,3.413850,2.479418,4.181365,1.576784,33.969736,2829.625000,301,9.375000,0.617982,False
B0006,156,1.230688,1.211103,3.410901,2.434585,4.180595,1.575288,33.987079,2819.437000,300,9.375000,0.615344,False
B0006,157,1.225382,1.205616,3.410574,2.425683,4.181424,1.568496,33.935940,2819.579000,300,9.375000,0.612691,False
B0006,158,1.220278,1.200894,3.409651,2.417924,4.181922,1.567193,33.971443,2810.672000,299,9.375000,0.610139,False
B0006,159,1.209889,1.190590,3.412858,2.454158,4.179594,1.563651,33.961245,2811.485000,299,9.375000,0.604945,False
B0006,160,1.204577,1.185179,3.413451,2.463616,4.180558,1.563651,33.984807,2802.422000,298,9.375000,0.602288,False
B0006,161,1.199198,1.179671,3.414388,2.470375,4.181414,1.563651,34.005216,2801.625000,298,9.375000,0.599599,False
B0006,162,1.194099,1.174595,3.412419,2.435763,4.180815,1.563651,33.950439,2802.031000,298,9.375000,0.597050,False
B0006,163,1.173333,1.153818,3.414810,2.481190,4.169704,1.563651,33.816939,2793.390000,297,9.375000,0.586667,False
B0006,164,1.178611,1.164401,3.416618,2.491537,4.180284,1.563651,33.959739,2793.390000,297,9.375000,0.589306,False
B0006,165,1.178554,1.158797,3.412134,2.409041,4.181170,1.563651,34.027375,2792.485000,297,9.375000,0.589277,False
B0006,166,1.184447,1.174975,3.419700,2.475768,4.165542,1.563651,34.039325,2802.016000,298,9.375000,0.592223,False
B0006,167,1.190369,1.185675,3.423469,2.416044,4.188512,1.563651,34.146819,2820.390000,300,9.375000,0.595185,False
B0006,168,1.196321,2.070897,3.544165,2.375488,4.182423,2.039750,31.630992,3608.341147,3608,1.000000,0.598160,True
B0006,169,1.202303,1.735646,3.512275,2.407249,4.183329,1.870549,32.719439,3316.576509,3316,1.000000,0.601151,True
B0006,170,1.208314,1.250000,3.387191,2.495539,4.174602,1.565742,33.650984,2736.635300,2736,1.000000,0.604157,True
B0006,171,1.214356,1.836197,3.517492,2.408463,4.176567,1.943184,31.118711,3410.462860,3410,1.000000,0.607178,True
B0006,172,1.220427,1.565330,3.474244,2.465803,4.175839,1.783982,33.455663,3140.802601,3140,1.000000,0.610214,True
B0006,173,1.226530,1.625199,3.520978,2.401737,4.170894,1.807472,31.794535,3221.898370,3221,1.000000,0.613265,True
B0006,174,1.232662,1.266781,3.382387,2.477025,4.185634,1.618894,34.863087,2857.519301,2857,1.000000,0.616331,True
B0006,175,1.238825,1.604497,3.466370,2.351825,4.188803,1.805277,32.952923,3192.701916,3192,1.000000,0.619413,True
B0006,176,1.245020,1.503291,3.430385,2.371623,4.177924,1.738589,33.221207,3093.364890,3093,1.000000,0.622510,True
B0006,177,1.251245,1.473396,3.463556,2.460303,4.189045,1.754472,33.719611,3021.040466,3021,1.000000,0.625622,True
B0006,178,1.257501,1.547691,3.442423,2.410016,4.181292,1.789323,33.195978,3117.498488,3117,1.000000,0.628750,True
B0006,179,1.263788,1.511984,3.479763,2.416970,4.184107,1.728019,32.759494,3130.267822,3130,1.000000,0.631894,True
B0006,180,1.270107,1.828916,3.543404,2.391222,4.176975,1.925926,32.036796,3428.003996,3428,1.000000,0.635054,True
B0006,181,1.276458,1.546043,3.460388,2.452083,4.181403,1.777827,33.173550,3115.252566,3115,1.000000,0.638229,True
B0006,182,1.282840,1.609039,3.471367,2.412381,4.166412,1.806208,33.965214,3226.783441,3226,1.000000,0.641420,True
B0006,183,1.289254,1.531796,3.452689,2.326178,4.176407,1.752696,32.717287,3129.170306,3129,1.000000,0.644627,True
B0006,184,1.295701,1.482485,3.437680,2.382029,4.182527,1.746767,33.496498,3043.236751,3043,1.000000,0.647850,True
B0006,185,1.302179,1.382139,3.416259,2.401767,4.173082,1.688237,33.948897,2966.733127,2966,1.000000,0.651090,True
B0006,186,1.303507,1.303507,3.406321,2.396143,4.181054,1.644957,33.624525,2861.925494,2861,1.000000,0.651753,True
B0006,187,1.310024,1.610485,3.480323,2.404702,4.178466,1.822047,32.971554,3161.803866,3161,1.000000,0.655012,True
B0006,188,1.316574,1.547733,3.451111,2.482147,4.185867,1.791243,32.847109,3109.968756,3109,1.000000,0.658287,True
B0006,189,1.323157,1.408005,3.407763,2.452261,4.190117,1.709153,33.188038,2986.393137,2986,1.000000,0.661579,True
B0006,190,1.329773,1.464557,3.460488,2.434757,4.171074,1.765845,32.336883,2961.248872,2961,1.000000,0.664886,True
B0006,191,1.336422,1.498084,3.455028,2.549906,4.179304,1.760498,32.485986,3044.153688,3044,1.000000,0.668211,True
B0006,192,1.343104,1.502404,3.448685,2.342252,4.177299,1.751345,33.198003,3090.880510,3090,1.000000,0.671552,True
B0007,0,1.911351,1.891052,3.522007,2.145976,4.199497,1.869128,32.747709,3690.234000,197,15.565938,0.955675,False
B0007,1,1.899066,1.880637,3.531949,2.111017,4.198510,1.868091,32.865281,3672.344000,196,15.565938,0.949533,False
B0007,2,1.899940,1.880663,3.534403,2.025109,4.198280,1.877785,32.799000,3651.641000,195,15.565938,0.949970,False
B0007,3,1.903919,1.880771,3.534925,2.000000,4.198267,1.887526,32.660435,3631.563000,194,15.565938,0.951959,False
B0007,4,1.902028,1.879451,3.534537,2.000000,4.198464,1.887162,32.564295,3629.172000,194,15.565938,0.951014,False
B0007,5,1.886471,1.880700,3.541163,2.175687,4.197968,1.867515,32.628950,3652.281000,195,15.565938,0.943235,False
B0007,6,1.887850,1.879935,3.541166,2.111789,4.198023,1.867336,32.688780,3650.828000,195,15.565938,0.943925,False
B0007,7,1.889237,1.881509,3.549458,2.026251,4.199373,1.906315,32.576545,3572.453000,191,15.565938,0.944618,False
B0007,8,1.885445,1.869691,3.550281,2.000000,4.199212,1.916435,32.506171,3550.594000,190,15.565938,0.942722,False
B0007,9,1.885523,1.870052,3.548135,2.000000,4.198958,1.916539,32.420799,3551.250000,190,15.565938,0.942761,False
B0007,10,1.889521,1.870044,3.548427,2.000000,4.198832,1.926771,32.298012,3530.250000,189,15.565938,0.944760,False
B0007,11,1.877105,1.859652,3.556043,2.000000,4.198945,1.936979,32.523695,3491.016000,187,15.565938,0.938553,False
B0007,12,1.879887,1.859075,3.560485,2.000000,4.199051,1.947089,32.439897,3470.281000,186,15.565938,0.939943,False
B0007,13,1.876759,1.859008,3.556287,2.000000,4.198108,1.946962,32.292824,3470.000000,186,15.565938,0.938380,False
B0007,14,1.864897,1.859362,3.564775,2.136134,4.199256,1.946851,32.172252,3450.297000,185,15.565938,0.932449,False
B0007,15,1.860127,1.858736,3.565439,2.013350,4.199087,1.957413,32.046023,3429.407000,184,15.565938,0.930064,False
B0007,16,1.861999,1.847817,3.565962,2.000000,4.199010,1.968014,32.042226,3409.484000,183,15.565938,0.931000,False
B0007,17,1.846382,1.848525,3.572497,2.165756,4.198517,1.968055,32.041363,3390.422000,182,15.565938,0.923191,False
B0007,18,1.846353,1.848379,3.569949,2.027069,4.198246,1.968022,32.048771,3390.281000,182,15.565938,0.923177,False
B0007,19,1.855585,1.880781,3.546434,2.000000,4.196262,1.906666,32.456546,3591.734000,192,15.565938,0.927793,False
B0007,20,1.864863,1.881472,3.553197,2.000000,4.196959,1.926720,32.707342,3552.297000,190,15.565938,0.932431,False
B0007,21,1.874187,1.881095,3.559934,2.105852,4.197072,1.926106,32.318621,3531.578000,189,15.565938,0.937094,False
B0007,22,1.886622,1.871009,3.559560,2.000000,4.196903,1.946841,31.932950,3492.907000,187,15.565938,0.943311,False
B0007,23,1.886666,1.870200,3.552385,2.000000,4.196642,1.936420,31.831033,3511.594000,188,15.565938,0.943333,False
B0007,24,1.869501,1.870672,3.570767,2.050649,4.197130,1.967598,31.692109,3431.937000,184,15.565938,0.934751,False
B0007,25,1.873003,1.859612,3.565722,2.000000,4.196525,1.968013,31.600453,3431.125000,184,15.565938,0.936501,False
B0007,26,1.860775,1.860034,3.571284,2.134879,4.196790,1.967563,31.484407,3412.406000,183,15.565938,0.930387,False
B0007,27,1.853889,1.859165,3.567972,2.000000,4.196693,1.967619,31.441440,3410.688000,183,15.565938,0.926944,False
B0007,28,1.857927,1.848140,3.564631,2.000000,4.197079,1.967821,31.470334,3410.718000,183,15.565938,0.928963,False
B0007,29,1.847445,1.849202,3.568984,2.048366,4.196062,1.967506,31.479762,3392.719000,182,15.565938,0.923722,False
B0007,30,1.856682,1.883468,3.564621,2.181561,4.206531,1.968345,31.661087,3470.672000,371,9.360000,0.928341,False
B0007,31,1.865966,1.862821,3.569439,2.117780,4.203188,1.978821,31.854692,3414.109000,365,9.360000,0.932983,False
B0007,32,1.864806,1.852085,3.568742,2.163745,4.202997,1.978591,31.649619,3395.219000,363,9.360000,0.932403,False
B0007,33,1.862494,1.846950,3.564242,2.045656,4.202750,1.978434,31.249780,3386.000000,362,9.375000,0.931247,False
B0007,34,1.851931,1.836828,3.565304,2.135620,4.202665,1.978161,31.133473,3368.187000,360,9.375000,0.925965,False
B0007,35,1.852140,1.837162,3.565432,2.042987,4.202439,1.978386,31.730994,3368.266000,360,9.375000,0.926070,False
B0007,36,1.846713,1.831672,3.562230,2.000000,4.202795,1.978081,31.433162,3358.719000,359,9.375000,0.923356,False
B0007,37,1.833484,1.821147,3.564481,2.158454,4.203135,1.978099,31.226504,3339.500000,357,9.360000,0.916742,False
B0007,38,1.831159,1.816506,3.561615,2.092604,4.202837,1.977978,31.067179,3331.265000,356,9.375000,0.915579,False
B0007,39,1.823504,1.811382,3.563059,2.152889,4.202746,1.978437,31.285339,3321.188000,355,9.360000,0.911752,False
B0007,40,1.823375,1.811606,3.562953,2.053742,4.203199,1.978290,31.833978,3321.844000,355,9.360000,0.911687,False
B0007,41,1.821063,1.806055,3.563446,2.079330,4.202902,1.978205,32.054675,3311.828000,354,9.375000,0.910531,False
B0007,42,1.812793,1.813204,3.563998,2.075979,4.196154,1.967107,31.531653,3327.391000,179,15.565938,0.906396,False
B0007,43,1.820992,1.806264,3.560490,2.067435,4.204477,1.978121,31.341195,3312.078000,354,9.375000,0.910496,False
B0007,44,1.807716,1.795831,3.556700,2.037264,4.202117,1.978036,31.023277,3293.172000,352,9.360000,0.903858,False
B0007,45,1.800217,1.785885,3.558413,2.163267,4.202901,1.977939,30.981739,3275.328000,350,9.375000,0.900108,False
B0007,46,1.792260,1.780327,3.556137,2.106632,4.201791,1.978017,31.023163,3265.016000,349,9.360000,0.896130,False
B0007,47,1.801221,1.815076,3.569000,2.180927,4.191916,1.977914,33.814977,3328.937000,356,9.360000,0.900611,False
B0007,48,1.810227,1.815703,3.571059,2.177350,4.203422,1.978162,33.042321,3329.266000,356,9.360000,0.905114,False
B0007,49,1.812782,1.800243,3.566692,2.180136,4.202807,1.977955,32.269897,3301.579000,353,9.360000,0.906391,False
B0007,50,1.805415,1.790448,3.563327,2.128630,4.203277,1.977991,31.966473,3283.563000,351,9.375000,0.902708,False
B0007,51,1.797564,1.780343,3.559015,2.155901,4.202581,1.972193,31.739348,3275.125000,350,9.375000,0.898782,False
B0007,52,1.792551,1.775329,3.556695,2.067104,4.203244,1.972326,31.819343,3265.656000,349,9.375000,0.896276,False
B0007,53,1.784703,1.770263,3.555014,2.061983,4.202697,1.966838,32.157195,3266.093000,349,9.360000,0.892352,False
B0007,54,1.777087,1.760081,3.552637,2.143037,4.202581,1.960930,31.928915,3257.594000,348,9.375000,0.888543,False
B0007,55,1.768992,1.749648,3.547186,2.000000,4.201275,1.960759,31.840113,3248.593000,347,9.360000,0.884496,False
B0007,56,1.763886,1.749650,3.546815,2.033596,4.202509,1.960750,31.745369,3238.766000,346,9.360000,0.881943,False
B0007,57,1.761627,1.745029,3.544785,2.021302,4.202333,1.955107,31.988537,3240.140000,346,9.375000,0.880813,False
B0007,58,1.756495,1.739646,3.546522,2.078996,4.202491,1.955063,32.327851,3230.109000,345,9.375000,0.878247,False
B0007,59,1.748377,1.728564,3.540833,2.000000,4.202291,1.949155,32.148092,3229.781000,345,9.360000,0.874189,False
B0007,60,1.740474,1.723900,3.542993,2.140416,4.203138,1.948525,32.023648,3212.469000,343,9.375000,0.870237,False
B0007,61,1.735647,1.713979,3.536081,2.006754,4.202703,1.943125,31.831276,3213.219000,343,9.375000,0.867823,False
B0007,62,1.730483,1.713970,3.539244,2.121868,4.202907,1.943011,32.163808,3203.578000,342,9.375000,0.865242,False
B0007,63,1.725000,1.703652,3.534824,2.011965,4.201457,1.942524,32.015756,3195.125000,341,9.375000,0.862500,False
B0007,64,1.720114,1.704014,3.536648,2.074439,4.204304,1.937025,32.320296,3195.313000,341,9.375000,0.860057,False
B0007,65,1.709764,1.693572,3.535206,2.188793,4.202202,1.931035,32.200938,3186.297000,340,9.375000,0.854882,False
